store_id,store_name,product_id,product_name,manufacture_date,expiry_date,quantity
cens-0802290004-3124,Petit Preu,24.1.3,Maggi Masala-ae-Magic All in One Masala (Masala Combo)  (72 g),01 Feb 2024,31 Oct 2024,81
cens-0802290004-3124,Petit Preu,51.1.3,DNV Sabudana 100 g (Plain Papodo),01 Mar 2024,23 Feb 2025,79
cens-0802290004-3124,Petit Preu,92.1.9,Kissan Mango Jam 490 g (Amboro Jam),01 Feb 2024,25 Jan 2025,74
cens-0802290004-3124,Petit Preu,78.1.17,"Bagrry's Crunchy Muesli with Almonds, Raisins & Honey |40% Fibre Rich Oats Pouch  (750 g)",21 Sep 2023,16 Jun 2024,79
cens-0802290004-3124,Petit Preu,2.1.2,Classic Urad Dal (Biri Dali) (Split) by Flipkart Grocery  (1 kg),01 Mar 2024,25 Nov 2024,95
cens-0802290004-3124,Petit Preu,38.1.3,Tata Vacuum Evaporated Iodized Salt (Lunno)  (1 kg),01 Mar 2024,18 Feb 2026,39
cens-0802290004-3124,Petit Preu,34.1.36,Molsi's Indian Raisins (Kishmish)  (250 g),09 Nov 2023,08 May 2024,69
cens-0802290004-3124,Petit Preu,23.1.2,Tata Sampann Chilli Powder With Natural Oils (Lal lanka gunda)  (500 g),01 Dec 2023,24 Nov 2024,89
cens-0802290004-3124,Petit Preu,98.1.5,Delish by Flipkart Ready To Eat Vegetable Upma 60 g,24 Feb 2024,21 Aug 2024,49
cens-0802290004-3124,Petit Preu,2.1.10,Tata Sampann Black Urad Dal (Biri Dali) (Whole)  (1 kg),01 Oct 2023,30 Sep 2024,39
cens-0802290004-3124,Petit Preu,78.1.3,"Kellogg's Fruit Nut & Seeds, 12-in-1 Power Breakfast, IndiaNo.1 Muesli Cereal Pouch  (750 g)",01 Feb 2024,27 Oct 2024,97
cens-0802290004-3124,Petit Preu,72.1.1,Rasna Instant Mango  (750 g),01 Jan 2024,20 Dec 2025,14
cens-0802290004-3124,Petit Preu,31.1.1,Fortune Rozana Dubar Basmati Rice (Basmati chaula) (Medium Grain)  (1 kg),01 Jan 2024,20 Dec 2025,54
cens-0802290004-3124,Petit Preu,49.1.9,Bikano Moong Dal Namkeen  (200 g),16 Feb 2024,13 Aug 2024,80
cens-0802290004-3124,Petit Preu,28.1.28,Classic Minikit Rice by Flipkart Grocery  (10 kg),01 Feb 2024,31 Jul 2024,1
cens-0802290004-3124,Petit Preu,77.1.6,"Kellogg's Chocos Fills Double Chocolaty, 0% Maida, Oats, Wheat & Rice, Multigrain Snack Box  (250 g)",01 Dec 2023,26 Aug 2024,26
cens-0802290004-3124,Petit Preu,22.2.9,Mark Premium Roasetd Ajwain (Juani)  (200 g),14 Nov 2023,11 May 2024,74
cens-0802290004-3124,Petit Preu,53.1.15,Flipkart Supermart Gold Tea with Long Leaves Tea Pouch (Regular Tea)  (1 kg),04 Mar 2024,28 Nov 2024,64
cens-0802290004-3124,Petit Preu,109.1.5,Soyfit Chilli Tofu  (200 g),05 Feb 2024,03 Jun 2024,58
cens-0802290004-3124,Petit Preu,77.1.25,"Tata Soulfull Millet Granola,Honey,Fruits,Nuts & Seeds,Rich in Fibre& Protein,Breakfast Cereal Pouch  (400 g)",01 Oct 2023,26 Jun 2024,34
cens-0802290004-3124,Petit Preu,90.1.8,Doublemint Chewymint Tube Lemon Mint  (30.4 g),01 Sep 2023,25 Aug 2024,34
cens-0802290004-3124,Petit Preu,50.1.7,Too Yumm! Karare Noodle Masala Chips  (70 g),01 Mar 2024,27 Aug 2024,75
cens-0802290004-3209,,79.1.14,"Saffola Oats Gold, Rolled Oats with Millet, Creamy Oats Pouch  (1.5 kg)",01 Feb 2024,25 Jan 2025,30
cens-0802290004-3209,,87.1.35,NESTLE Milkybar Tablet Bars  (22.5 g),01 Feb 2024,27 Oct 2024,84
cens-0802290004-3209,,42.1.27,UNIBIC Choco Nut Cookies  (300 g),01 Mar 2024,30 Aug 2024,55
cens-0802290004-3209,,39.1.1,Organic Tattva Brown Sugar  (500 g),01 Feb 2024,25 Jan 2025,78
cens-0802290004-3209,,87.2.14,Sundrop Duo Peanuts filled Biggie bar Chocolate Bars  (20.5 g),01 Sep 2023,12 Jun 2024,34
cens-0802290004-3209,,28.1.15,Classic Gobindobhog/Jeera/Ambemohar Gobindobhog Rice by Flipkart Grocery  (1 kg),14 Mar 2024,11 Dec 2024,100
cens-0802290004-3209,,85.1.4,Kissan Tomato Sauces & Ketchup  (2 kg),01 Feb 2024,27 Oct 2024,84
cens-0802290004-3209,,31.1.24,Daawat Super Basmati Rice (Basmati chaula) (Long Grain)  (5 kg),01 Oct 2023,19 Sep 2025,82
cens-0802290004-3209,,94.1.3,Delish by Flipkart Mixed Pickle (Acharo)  (400 g),01 Mar 2024,23 Feb 2025,47
cens-0802290004-3209,,22.1.37,zoff Saffron (Kesara)  (1 g),01 Sep 2023,20 Aug 2025,31
cens-0802290004-3209,,85.1.5,FUNFOODS by Dr. Oetker Original Veg Mayonnaise 800 g,01 Mar 2024,30 Sep 2024,17
cens-0802290004-3209,,36.1.12,Farmley Premium Sunflower Seeds  (200 g),01 Feb 2024,31 Oct 2024,91
cens-0802290004-3209,,77.1.2,"Kwality Chocos, Fruit rings, Breakfast Cereals Combo for Kids Pouch  (7 x 20 g)",01 Mar 2024,29 Dec 2024,16
cens-0802290004-3209,,42.1.40,Anmol Milk Made Biscotti  (32 g Extra in Pack)  (128 g),15 Feb 2024,14 Aug 2024,32
cens-0802290004-3209,,40.1.6,Sugar free GREEN 100 PELLETS Sweetener  (10 g),01 Sep 2023,20 Aug 2025,94
cens-0802290004-3209,,7.1.4,Saffola Gold Refined Cooking Rice Bran & Corn Blended Oil Can (Mishrita Tela)  (3 L),01 Jan 2024,31 Dec 2024,83
cens-0802290004-3209,,4.1.7,Organic Tattva Kabuli Chana (Kabuli Buta) (Whole)  (1 kg),01 Nov 2023,25 Oct 2024,38
cens-0802290004-3209,,33.1.10,RUNutz Almonds (Badam)  (1 kg),01 Feb 2024,29 Jul 2024,79
cens-0802290004-3209,,23.1.34,Tata Sampann Coriander Powder With Natural Oils (dhania gunda)  (500 g),23 Dec 2023,21 Dec 2024,100
cens-0802290004-3209,,24.1.26,MDH Chicken Masala  (100 g),01 Feb 2024,03 Mar 2025,52
cens-0802290004-3209,,68.1.14,Limca Plastic Bottle  (2.25 L),24 Jan 2024,21 Jul 2024,42
cens-0802290004-3209,,58.1.17,Levista Classic Instant Coffee  (200 g),01 Jun 2023,21 Nov 2024,6
cens-0802290004-3209,,111.1.5,Milky Mist Sweet Lassi  (200 ml),02 Feb 2024,03 Aug 2024,3
cens-0802290004-3209,,43.1.19,Cadbury Oreo Biscuit Stawberry Flavour Cream Sandwich  (113.75 g),26 Feb 2024,22 Oct 2024,24
cens-0802290004-3209,,43.1.16,BRITANNIA Bourbon Biscuits Cream Sandwich  (150 g),19 Jan 2024,16 Jul 2024,9
cens-0802290004-3209,,35.1.17,Farmley Premium Pitted Prunes  (200 g),10 Nov 2023,05 Aug 2024,85
cens-0802290004-3209,,42.1.7,Dukes NICE Sugar Sprinkled Coconut Biscotti  (145 g),01 Feb 2024,27 Oct 2024,66
cens-0802290004-3209,,52.1.11,"lalji Tasty Coated Peanuts, (Masala Chinabadam)  (400 g)",15 Nov 2023,12 May 2024,41
cens-0802290004-3209,,13.1.9,Classic Kachi Ghani by Flipkart Grocery Mustard Oil Jar (Sorisa Tela)  (5 L),18 Mar 2024,12 Dec 2024,81
cens-0802290004-3209,,15.1.15,"PATANJALI Chakki Atta, Whole Wheat with Bran, Genhu ka Atta, Organic Flour (Whole-Gehuro otta)  (5 kg)",27 Feb 2024,26 Jun 2024,97
cens-0802290004-3209,,27.1.3,Sona Masoori Rice (Sona Masoori Chaulo) (Steam)  (5 kg),01 Mar 2024,29 Nov 2024,17
cens-0802290004-3209,,91.1.7,BRITANNIA Gobbles Fruit Cake  (60 g),01 Mar 2024,29 May 2024,25
cens-0802290004-3209,,66.1.17,Tropicana Mixed Fruit Delight  (1 L),01 Mar 2024,28 Aug 2024,30
cens-0802290004-3209,,22.1.12,zoff Red Chilli (Gota lanka)  (100 g),01 Mar 2024,23 Feb 2025,100
cens-0802290004-3209,,79.1.1,"Kellogg's Rolled Oats Trusted by Nutritionists, High in Protein & Fibre, Breakfast Pouch  (90 g Extra in Pack)  (900 g)",01 Feb 2024,25 Jan 2025,3
cens-0802290004-3209,,24.1.37,Emami Healthy and Tasty Chicken Masala  (50 g),22 Dec 2023,15 Dec 2024,22
cens-0802290004-3209,,89.1.5,Pulse Kaccha Aam Candy  (190 g),01 Jan 2024,25 Dec 2024,30
cens-0802290004-3209,,38.1.4,Tata Salt 100% Natural Sendha Namak for Cooking Himalayan Pink Salt (Lunno)  (1 kg),01 Nov 2023,30 Dec 2024,89
cens-0802290004-3209,,90.1.3,Delight nuts Tini Mini Mint Mouth Freshener  (160 g),01 Nov 2023,25 Oct 2024,32
cens-0802290004-3209,,31.1.13,"INDIA GATE Super Basmati Rice (Basmati chaula) (Long Grain, Polished)  (5 kg)",01 Sep 2023,20 Aug 2025,97
cens-0802290004-3779,,49.1.25,Bikano Tasty Spicy Coated Peanuts (Coated badam)  (50 g Extra in Pack)  (400 g),16 Feb 2024,13 Aug 2024,54
cens-0802290004-3779,,34.1.26,"Manna Black Dates (Khajuri) (Khajoor, Khajur) Dates  (400 g)",01 Mar 2024,23 Feb 2025,94
cens-0802290004-3779,,78.1.2,"Delish by Flipkart Crunchy Muesli with 81% Multigrain Flakes, Source of Protein Pouch Pouch  (400 g)",19 Feb 2024,16 Sep 2024,20
cens-0802290004-3779,,87.2.10,GALAXY Cookie Crumble Bars  (50 g),01 Dec 2023,25 Sep 2024,95
cens-0802290004-3779,,80.1.7,RiteBite Max Protein Active Choco Fudge Bar Pouch  (75 g),09 Oct 2023,04 Jul 2024,78
cens-0802290004-3779,,58.1.3,"Levista Strong Instant Coffee  (100 g, Chicory Flavoured)",01 Feb 2024,24 Jul 2025,58
cens-0802290004-3779,,13.1.8,DHARA Kachi Ghani Mustard Oil Pouch (Sorisa Tela)  (1 L),01 Mar 2024,29 Nov 2024,26
cens-0802290004-3779,,5.1.13,Mayurank Foods Rajma Kashmiri (Whole)  (500 g),03 Mar 2024,03 Jul 2024,98
cens-0802290004-3779,,98.1.2,MTR Vegetable Upma 60 g,01 Jan 2024,26 Sep 2024,10
cens-0802290004-3779,,50.2.11,Pringles Original Chips  (134 g),01 Nov 2023,30 Oct 2024,100
cens-0802290004-3779,,82.1.9,Sunfeast YiPPee! Treat Cheese Pasta  (65 g),01 Jan 2024,26 Sep 2024,26
cens-0802290004-3779,,51.1.16,ACT II Instant Popcorn Golden Sizzle Popcorn  (60 g),01 Oct 2023,24 Sep 2024,75
cens-0802290004-3779,,106.1.9,Amul Plain Processed cheese Block  (1 kg),12 Feb 2024,07 Nov 2024,50
cens-0802290004-3779,,43.1.18,Cadbury Oreo Chocolate Flavour Biscuit Cream Sandwich  (131.25 g),22 Jan 2024,21 Sep 2024,72
cens-0802290004-3779,,69.1.2,"Sting Energy Drink  (250 ml, Plain Flavored)",14 Feb 2024,09 Nov 2024,58
cens-0802290004-3779,,49.1.30,PRABHUJI PURE FOOD Khatta Meetha (Khata Meetha)  (175 g),01 Feb 2024,30 Jul 2024,15
cens-0802290004-3779,,60.1.2,Real Masala Mixed Fruit  (1 L),01 Feb 2024,27 Oct 2024,8
cens-0802290004-3779,,50.1.11,Too Yumm! Potato Stix Aloo Chat Chips  (70 g),01 Mar 2024,27 Aug 2024,52
cens-0802290004-3779,,22.1.13,zoff Black Mustard/Rai (Kala sorisa)  (200 g),01 Mar 2024,23 Feb 2025,29
cens-0802290004-3779,,17.1.1,Agrilite Maida  (500 g),19 Mar 2024,16 Jun 2024,73
cens-0802290004-3779,,11.1.4,Del Monte Pomace Olive Oil PET Bottle  (5 L),01 Sep 2023,20 Aug 2025,31
cens-0802290004-3779,,105.1.4,Amul Kool  (Badam),06 Feb 2024,03 Aug 2024,8
cens-0802290004-3779,,53.1.3,Flipkart Supermart Kadak Tea Pouch (Regular Tea)  (1 kg),01 Jan 2024,26 Sep 2024,77
cens-0802290004-3779,,36.1.5,Farmley Prasadam Lotus Seeds (Lotus Seeds(Makhana)) (Makhana)  (100 g),10 Feb 2024,08 Feb 2025,81
cens-0802290004-3779,,58.1.2,Rejuve by Flipkart Fine Blend Instant Coffee  (100 g),01 Feb 2024,03 Aug 2025,88
cens-0802290004-3779,,26.1.8,Snapin Cinnamon Powder  (40 g),01 Nov 2023,25 Oct 2024,29
cens-0802290004-3779,,97.1.8,"Tata Sampann Instant Fibre Rich Dosa Ready to Cook Mix/Batter, Make crispy dosas in 15 mins 500 g",06 Dec 2023,31 Aug 2024,95
cens-0802290004-3779,,77.1.4,"Kwality Choco Flakes, Made with Whole Wheat, Source of Protein & Fibre, Breakfast Cereal Pouch  (1 kg)",01 Mar 2024,29 Nov 2024,95
cens-0802290004-3779,,8.1.11,Gowardhan Pure Cow Ghee 1 L Plastic Bottle (Ghio),01 Feb 2024,25 Jan 2025,33
cens-0802290004-3779,,37.1.13,Farmley Premium California Roasted & Salted Pistachios  (200 g),10 Mar 2024,09 Dec 2024,60
cens-0802290004-3779,,23.1.34,Tata Sampann Coriander Powder With Natural Oils (dhania gunda)  (500 g),23 Dec 2023,21 Dec 2024,19
cens-0802290004-3779,,78.1.8,"Kellogg's Fruit Nut & Seeds, 12-in-1 Power Breakfast, IndiaNo.1 Muesli Cereal Pouch  (500 g)",25 Jan 2024,20 Oct 2024,82
cens-0802290004-3779,,7.1.9,Sundrop Heart Blended Oil Can (Mishrita Tela)  (5 L),01 Nov 2023,25 Oct 2024,81
cens-0802290004-3779,,33.1.13,Farmley Premium California Almonds (Badam)  (250 g),25 Feb 2024,24 Nov 2024,100
cens-0802290004-3779,,37.1.32,ProV Premium Pecan Nut Pecans (Pine Nuts)  (250 g),01 Mar 2024,27 Aug 2024,10
cens-0802290004-3779,,50.1.37,Too Yumm! Classic Salted Chips  (90 g),18 Jan 2024,15 Jun 2024,7
cens-0802290004-3779,,26.1.10,Snapin Piri Piri Mix  (45 g),01 Sep 2023,25 Aug 2024,24
cens-0802290004-3779,,82.1.1,Flipkart Supermart Durum Wheat Semolina Fusilli Pasta  (400 g),01 Mar 2024,18 Feb 2026,71
cens-0802290004-3779,,50.1.31,"Pringles Potato Chips Original, Salted Flavor, Crispy Snack for Game Nights, On-the-Go Chips  (107 g)",01 Nov 2023,31 Oct 2024,51
cens-0802290004-3779,,67.1.17,Horlicks Women's Plus Chocolate Flavor Jar  (400 g),01 Feb 2024,25 Jan 2025,45
cens-0802290004-3758,,2.1.12,Natureland Organics Urad Dal (Biri Dali) (Whole)  (1 kg),01 Jan 2024,25 Dec 2024,71
cens-0802290004-3758,,67.1.10,COMPLAN Nutrition and Health Drink Kesar Badam Refill  (500 g),01 Oct 2023,23 Mar 2025,73
cens-0802290004-3758,,87.1.16,Cadbury Dairy Milk Home Treats Chocolate Bars  (119 g),01 Feb 2024,30 Jan 2025,10
cens-0802290004-3758,,79.1.14,"Saffola Oats Gold, Rolled Oats with Millet, Creamy Oats Pouch  (1.5 kg)",01 Feb 2024,25 Jan 2025,72
cens-0802290004-3758,,98.1.7,MTR Vermicelli Payasam 180 g,01 Jan 2024,25 Dec 2024,37
cens-0802290004-3758,,55.1.7,Flipkart Supermart Lemon Green Tea Bags Box  (50 Bags),01 Jan 2024,31 Mar 2025,36
cens-0802290004-3758,,108.1.16,Nutralite Premium|Enriched with Vitamins and Omega 3|Naturally Cholesterol-free Fat Spread  (100 g),06 Jan 2024,05 Oct 2024,86
cens-0802290004-3758,,19.1.6,Varalakshmi Tapioca Mothi Sago  (500 g),01 Oct 2023,24 Sep 2024,6
cens-0802290004-3758,,78.1.23,Bagrry's Whey Protein Chocolate Muesli with Almonds (100% Whole Oats) Box  (500 g),18 Oct 2023,13 Jul 2024,30
cens-0802290004-3758,,37.1.7,Tata Sampann Premium Roasted and Salted Pistachios  (200 g),22 Sep 2023,15 Sep 2024,100
cens-0802290004-3758,,93.1.1,ZANDU Pure Honey  (500 g),01 Nov 2023,23 Apr 2025,83
cens-0802290004-3758,,26.1.6,Snapin Chilli Flakes  (35 g),01 Nov 2023,25 Oct 2024,38
cens-0802290004-3758,,106.1.2,Milky Mist Plain Processed cheese Cubes  (200 g),26 Feb 2024,21 Nov 2024,39
cens-0802290004-3758,,49.2.15,Farmley Minty Pudina Makhana Roasted In Olive Oil (Makhna)  (2 x 83 g),12 Dec 2023,10 Sep 2024,4
cens-0802290004-3758,,32.1.9,Farmley Whole Raw Kaju Cashews  (500 g),01 Nov 2023,31 Jul 2024,7
cens-0802290004-3758,,78.1.2,"Delish by Flipkart Crunchy Muesli with 81% Multigrain Flakes, Source of Protein Pouch Pouch  (400 g)",19 Feb 2024,16 Sep 2024,93
cens-0802290004-3758,,43.1.7,Cadbury Oreo Biscuit Vanilla Flavour (3 single packs inside) Cream Sandwich  (288.75 g),01 Feb 2024,27 Sep 2024,98
cens-0802290004-3758,,84.1.2,Delish by Flipkart Tomato Ketchup  (800 g),01 Feb 2024,27 Oct 2024,71
cens-0802290004-3758,,50.2.11,Pringles Original Chips  (134 g),01 Nov 2023,30 Oct 2024,24
cens-0802290004-3758,,53.1.7,Flipkart SmartBuy CTC Tea Pouch (Regular Tea)  (1 kg),14 Feb 2024,09 Nov 2024,22
cens-0802290004-3758,,66.1.4,Maaza Mango  (1.2 L),16 Feb 2024,15 Aug 2024,34
cens-0802290004-3758,,110.1.7,EPIGAMIA Unsweetened Almond Drink,19 Feb 2024,19 Aug 2024,13
cens-0802290004-3758,,18.1.2,WeiKFiELD Cornflour Carton (Moka ro otta)  (100 g),01 Jan 2024,20 Dec 2025,68
cens-0802290004-3758,,10.1.4,Super Sarvottam Physically refined Rice Bran Oil Pouch  (1 L),01 Oct 2023,01 Jul 2024,23
cens-0802290004-3758,,82.1.22,WickedGud Spaghetti Made with 2X Fibre Durum Wheat Pasta  (400 g),01 Sep 2023,21 Feb 2025,13
cens-0802290004-3758,,51.1.13,ACT II Barbeque Popcorn  (106 g),10 Feb 2024,10 Oct 2024,45
cens-0802290004-3758,,10.1.3,Energy Max PHYSICALLY REFINED Rice Bran Oil Pouch  (1 L),01 Mar 2024,25 Nov 2024,43
cens-0802290004-3758,,23.2.9,RUCHI Coriander Powder  (500 g),01 Mar 2024,01 Mar 2025,50
cens-0802290004-3758,,88.1.21,lalji Traditional Besan Laddu Box  (400 g),01 Mar 2024,31 Aug 2024,69
cens-0802290004-3758,,78.1.16,"Kellogg's Fruit Magic, 12-in-1 Power Breakfast, IndiaNo.1 Muesli Cereal Pouch  (500 g)",22 Jan 2024,17 Oct 2024,41
cens-0802290004-3758,,60.1.4,Real Fruit Juice Mixed  (1 L),01 Feb 2024,29 Aug 2024,43
cens-0802290004-3758,,93.1.12,"Dabur Honey Squeezy:100% Pure World's No.1 Brand with No Sugar Adulteration  (Combo Pack 1 + 1 Free, 400 g each)  (2 x 400 g)",01 Feb 2024,25 Jan 2025,10
cens-0802290004-3758,,108.1.11,Milky Mist Cooking Pasteurised Unsalted Butter  (200 g),11 Jan 2024,06 Oct 2024,85
cens-0802290004-3758,,67.1.5,HORLICKS Classic Malt  (750 g),15 Feb 2024,08 Feb 2025,32
cens-0802290004-3758,,110.1.4,"Sofit Soya Drink  (Vanilla, 1 L)",01 Feb 2024,27 Oct 2024,15
cens-0802290004-3758,,85.1.7,VEEBA Sandwich Spread Cheese & Chilli 250 g,23 Feb 2024,19 Sep 2024,38
cens-0802290004-3758,,31.1.36,Unity From The House of India Gate - Rozzana Basmati Rice (Basmati chaula) (Medium Grain)  (5 kg),01 Jul 2023,19 Jun 2025,87
cens-0802290004-3758,,90.1.5,Doublemint Chewymint Tube Peppermint Mouth Freshener  (30.4 g),01 Jan 2024,25 Dec 2024,11
cens-0802290004-3758,,42.1.37,"UNIBIC Assorted Cookies  (450 g, Pack of 6)",01 Dec 2023,01 Jun 2024,51
cens-0802290004-3758,,42.1.27,UNIBIC Choco Nut Cookies  (300 g),01 Mar 2024,30 Aug 2024,42
cens-0802290004-3538,BEAUTY  BY DIA,91.1.1,"Cadbury Chocobakes ChocLayered Chocolate Cake  (114 g, Pack of 6)",06 Mar 2024,04 Nov 2024,96
cens-0802290004-3538,BEAUTY  BY DIA,49.1.11,Flipkart Supermart Boondi (Bhakarwadi)  (300 g),21 Feb 2024,21 Aug 2024,14
cens-0802290004-3538,BEAUTY  BY DIA,94.1.6,DNV Mixed Pickle (Acharo)  (1 kg),01 Feb 2024,25 Jan 2025,62
cens-0802290004-3538,BEAUTY  BY DIA,4.1.11,Classic Chana (Whole) by Flipkart Grocery  (2 kg),14 Mar 2024,09 Sep 2024,3
cens-0802290004-3538,BEAUTY  BY DIA,66.1.6,FROOTI Mango Drink  (600 ml),16 Feb 2024,13 Aug 2024,33
cens-0802290004-3538,BEAUTY  BY DIA,17.1.3,Agro Fresh Maida  (1 kg),01 Mar 2024,29 May 2024,89
cens-0802290004-3538,BEAUTY  BY DIA,106.1.11,Amul Plain Cheese Spread  (200 g),11 Dec 2023,05 Sep 2024,82
cens-0802290004-3538,BEAUTY  BY DIA,49.2.14,Farmley Tangy Tomato Makhana Roasted In Olive Oil (Makhna)  (2 x 83 g),08 Jan 2024,05 Jul 2024,42
cens-0802290004-3538,BEAUTY  BY DIA,34.1.1,"Tata Sampann Premium Quality Kishmish, 100% Pure Raisins  (200 g)",01 Mar 2024,01 Mar 2025,67
cens-0802290004-3538,BEAUTY  BY DIA,85.1.19,HERSHEY'S Spreads Cocoa with Almond 350 g (Chocolate Spread),01 Nov 2023,25 Oct 2024,93
cens-0802290004-3538,BEAUTY  BY DIA,23.1.1,Tata Sampann Turmeric Powder With Natural Oils  (100 g),01 Jan 2024,25 Dec 2024,40
cens-0802290004-3538,BEAUTY  BY DIA,78.1.11,Delish by Flipkart Fruit and Nut Muesli Pouch  (400 g),01 Jan 2024,31 Jul 2024,56
cens-0802290004-3538,BEAUTY  BY DIA,51.1.13,ACT II Barbeque Popcorn  (106 g),10 Feb 2024,10 Oct 2024,80
cens-0802290004-3538,BEAUTY  BY DIA,91.1.6,BRITANNIA Treat Creme Roll Vanilla Croissants  (45 g),01 Mar 2024,28 Jul 2024,70
cens-0802290004-3538,BEAUTY  BY DIA,87.1.3,Cadbury Dairy Milk Lickables Chocolate with Oreo Chunks Fudges  (20 g),01 Feb 2024,31 Oct 2024,36
cens-0802290004-3538,BEAUTY  BY DIA,81.1.27,Wai Wai Dynamite Extra Spicy Tama Noodles Instant Noodles Vegetarian  (100 g),01 Dec 2023,24 Nov 2024,10
cens-0802290004-3538,BEAUTY  BY DIA,23.2.8,EVEREST Dry Mango Powder (Amchoor Powder)  (100 g),01 Aug 2023,23 Oct 2024,50
cens-0802290004-3538,BEAUTY  BY DIA,79.1.17,Bagrry's White Oats Pouch  (1500 g),01 Feb 2024,25 Jan 2025,26
cens-0802290004-3538,BEAUTY  BY DIA,23.2.2,MDH Lal Mirch Powder (Lal lanka gunda)  (100 g),01 Feb 2024,02 Mar 2025,62
cens-0802290004-3538,BEAUTY  BY DIA,49.1.23,Bikano Khatta Meetha (Namkeen)  (1 kg),02 Feb 2024,30 Jul 2024,45
cens-0802290004-3538,BEAUTY  BY DIA,22.1.2,zoff Panch Phoran (Pancha phutana)  (100 g),22 Mar 2024,16 Mar 2025,96
cens-0802290004-3538,BEAUTY  BY DIA,32.1.22,Farmley Roasted and Flavored Thai Chilli Cashews (Kaju)  (200 g),30 Oct 2023,29 Jul 2024,43
cens-0802290004-3538,BEAUTY  BY DIA,81.1.24,Maggi Chicken Instant Noodles Non-vegetarian  (71 g),01 Jan 2024,01 Oct 2024,21
cens-0802290004-3538,BEAUTY  BY DIA,93.1.6,Apis Himalaya Honey Squeezy  (500 g),01 Jan 2024,31 Dec 2025,55
cens-0802290004-3538,BEAUTY  BY DIA,23.2.17,Emami Healthy & Tasty Mantra Mirch  (500 g),12 Mar 2024,11 Mar 2025,14
cens-0802290004-3538,BEAUTY  BY DIA,112.1.5,Nestle Everyday Dairy Whitener Milk Powder  (1 kg),01 Feb 2024,25 Jan 2025,57
cens-0802290004-3538,BEAUTY  BY DIA,10.1.4,Super Sarvottam Physically refined Rice Bran Oil Pouch  (1 L),01 Oct 2023,01 Jul 2024,85
cens-0802290004-3538,BEAUTY  BY DIA,83.1.1,MTR Vermicelli 850 g (Roasted)  (Roasted),01 Jan 2024,25 Dec 2024,61
cens-0802290004-3538,BEAUTY  BY DIA,16.1.1,Mayurank Foods Rice Powder (Chaula Gunda) (Atap)  (500 g),14 Mar 2024,13 Jun 2024,12
cens-0802290004-3538,BEAUTY  BY DIA,50.1.36,"Pringles Potato Chips Peri Peri Flavor, Crispy Snack for Movie & Game Nights, On-the-Go Chips  (102 g)",01 Dec 2023,24 Nov 2024,86
cens-0802290004-3538,BEAUTY  BY DIA,79.1.12,"Saffola Masala Oats, Tasty Evening , Healthy Snack, Veggie Twist Pouch  (500 g)",01 Feb 2024,27 Oct 2024,59
cens-0802290004-3538,BEAUTY  BY DIA,106.1.14,Amul Plain Processed cheese Block  (200 g),25 Nov 2023,21 Aug 2024,28
cens-0802290004-3538,BEAUTY  BY DIA,62.1.3,"B Natural Litchi Juice, Goodness of fiber, Vitamin C & E  (1 L)",01 Mar 2024,25 Nov 2024,50
cens-0802290004-3538,BEAUTY  BY DIA,78.1.4,"Kwality Crunchy Muesli Fruit & Nut, 76% Multigrains, High in Fibre & Protein, Breakfast Jar  (1 kg)",01 Feb 2024,27 Oct 2024,94
cens-0802290004-3538,BEAUTY  BY DIA,35.1.17,Farmley Premium Pitted Prunes  (200 g),10 Nov 2023,05 Aug 2024,96
cens-0802290004-3538,BEAUTY  BY DIA,53.1.10,"Red Label Natural Care Cardamom, Ginger, Liquorice, Tulsi Tea Box (Flavored Tea)  (500 g)",01 Mar 2024,23 Feb 2025,30
cens-0802290004-3538,BEAUTY  BY DIA,68.1.1,Pepsi Plastic Bottle  (2.25 L),01 Mar 2024,28 Jun 2024,16
cens-0802290004-3538,BEAUTY  BY DIA,100.1.6,FUNFOODS by Dr. Oetker Pasta & Pizza Sauce  (315 g),05 Feb 2024,07 Aug 2024,72
cens-0802290004-3538,BEAUTY  BY DIA,85.1.24,Yogabar Crunchy Dark Chocolate Peanut Butter 400 g (Nut Butter),01 Mar 2024,29 Aug 2024,64
cens-0802290004-3538,BEAUTY  BY DIA,31.1.24,Daawat Super Basmati Rice (Basmati chaula) (Long Grain)  (5 kg),01 Oct 2023,19 Sep 2025,76
cens-0802290004-3114,Casa Maria,102.1.2,WeiKFiELD Vanilla Flavour Custard Powder,01 Feb 2024,20 Jan 2026,66
cens-0802290004-3114,Casa Maria,84.1.3,Kissan Tomato Ketchup  (1.1 kg),01 Mar 2024,30 Nov 2024,28
cens-0802290004-3114,Casa Maria,35.1.9,Classic Apricots by Flipkart Grocery (Geuta)  (200 g),13 Nov 2023,10 May 2024,85
cens-0802290004-3114,Casa Maria,23.1.40,Emami Healthy and Tasty Mantra Shorshe Posto (Posta)  (50 g),05 Jan 2024,31 Aug 2024,33
cens-0802290004-3114,Casa Maria,87.2.7,Cadbury Gems Surprise Chocolate Crackles  (15.8 g),01 Aug 2023,23 Jul 2024,61
cens-0802290004-3114,Casa Maria,15.1.15,"PATANJALI Chakki Atta, Whole Wheat with Bran, Genhu ka Atta, Organic Flour (Whole-Gehuro otta)  (5 kg)",27 Feb 2024,26 Jun 2024,19
cens-0802290004-3114,Casa Maria,89.1.29,Cadbury Choclairs Gold (100 Candies) Candy  (520 g),09 Feb 2024,07 Nov 2024,95
