store_id,store_name,product_id,product_name,product_price,manufacture_date,expiry_date,quantity
cens-0802910007-42,SUPERMERCAT CABRERA DE MAR,31.1.15,"Fortune Mogra Basmati Rice (Basmati chaula) (Broken Grain, Raw)  (5 kg)",465,01 Mar 2024,18 Feb 2026,92
cens-0802910007-42,SUPERMERCAT CABRERA DE MAR,32.1.5,Classic Whole Cashews by Flipkart Grocery (Kaju)  (200 g),220,16 Feb 2024,13 Aug 2024,64
cens-0802910007-42,SUPERMERCAT CABRERA DE MAR,22.1.39,Classic Kasuri Methi by Flipkart Grocery  (100 g),60,23 Mar 2024,21 Jul 2024,51
cens-0802910007-42,SUPERMERCAT CABRERA DE MAR,67.1.36,Cadbury Bournvita Lil Champs Health Drink  (500 g),34,25 Jan 2024,25 Oct 2024,20
cens-0802910007-42,SUPERMERCAT CABRERA DE MAR,77.1.4,"Kwality Choco Flakes, Made with Whole Wheat, Source of Protein & Fibre, Breakfast Cereal Pouch  (1 kg)",550,01 Mar 2024,29 Nov 2024,33
cens-0802910007-42,SUPERMERCAT CABRERA DE MAR,42.1.37,"UNIBIC Assorted Cookies  (450 g, Pack of 6)",95,01 Dec 2023,01 Jun 2024,97
cens-0802910007-42,SUPERMERCAT CABRERA DE MAR,92.1.10,Kissan Pineapple Jam 500 g,20,01 Dec 2023,24 Nov 2024,68
cens-0802910007-42,SUPERMERCAT CABRERA DE MAR,50.2.14,Too Yumm! Wafers Classic Salted  (90 g),50,06 Feb 2024,03 Aug 2024,100
cens-0802910007-42,SUPERMERCAT CABRERA DE MAR,88.1.11,Bikaneri Basket Rasgulla Tin (Rosogola)  (500 g),78,01 Mar 2024,29 Aug 2024,31
cens-0802910007-42,SUPERMERCAT CABRERA DE MAR,87.1.32,GALAXY Smooth Milk Chocolate Bars  (56 g),90,01 Dec 2023,24 Nov 2024,76
cens-0802910007-42,SUPERMERCAT CABRERA DE MAR,78.1.5,"Yogabar Fruit & Nut Muesli, Super Save Pack, Wholegrain Breakfast, High Fiber Pouch  (500 g)",499,09 Mar 2024,04 Sep 2024,61
cens-0802910007-42,SUPERMERCAT CABRERA DE MAR,37.1.29,Bolas Walnut Kernels Walnuts (Akhrot)  (200 g),46,25 Mar 2024,20 Sep 2024,65
cens-0802910007-42,SUPERMERCAT CABRERA DE MAR,44.1.2,BRITANNIA Vita Gold Marie Biscuit  (248 g),40,22 Mar 2024,17 Sep 2024,32
cens-0802910007-42,SUPERMERCAT CABRERA DE MAR,106.1.1,"Amul Processed cheese Cubes  (200 g, 8 Units)",130,01 Dec 2023,26 Aug 2024,83
cens-0802910007-42,SUPERMERCAT CABRERA DE MAR,17.1.3,Agro Fresh Maida  (1 kg),65,01 Mar 2024,29 May 2024,23
cens-0802910007-42,SUPERMERCAT CABRERA DE MAR,50.1.29,"Bingo Cheese Flavour, Free Dip, Thin and Crunchy Chips, Nachos  (2N SRIRACHA CHILLI SAUCE DIPS Free)  (82.5 g)",50,12 Mar 2024,07 Sep 2024,6
cens-0802910007-42,SUPERMERCAT CABRERA DE MAR,55.1.8,Tetley Long Leaf Lemon Green Tea Box  (100 g),15,01 Feb 2024,31 Jan 2025,61
cens-0802910007-42,SUPERMERCAT CABRERA DE MAR,23.1.14,Catch Kashmiri Mirch Powder (Lal lanka gunda)  (100 g),125,01 Jan 2024,25 Dec 2024,55
cens-0802910007-42,SUPERMERCAT CABRERA DE MAR,87.2.17,GALAXY Milk Chocolate with Fruit & Nut Bars  (52 g),90,09 Nov 2023,03 Sep 2024,59
cens-0802910007-42,SUPERMERCAT CABRERA DE MAR,67.1.20,Cadbury Bournvita Chocolate Nutrition Drink  (500 g),25,01 Mar 2024,28 Feb 2025,20
cens-0802910007-42,SUPERMERCAT CABRERA DE MAR,66.1.18,Real Fruit Juice Mixed  (1 L),125,01 Feb 2024,29 Aug 2024,73
cens-0802910007-42,SUPERMERCAT CABRERA DE MAR,5.1.9,Classic Roasted Bengal Gram (Bhaja Sola Buta) (Whole) by Flipkart Grocery  (500 g),90,14 Mar 2024,13 Jul 2024,8
cens-0802910007-42,SUPERMERCAT CABRERA DE MAR,49.1.36,Flipkart Supermart Jeera Khari  (200 g),55,05 Mar 2024,02 Jul 2024,29
cens-0802910007-42,SUPERMERCAT CABRERA DE MAR,53.1.24,Flipkart Supermart Food Essentials Premium Tea Pouch (Regular Tea)  (500 g),240,07 Feb 2024,02 Nov 2024,57
cens-0802910007-42,SUPERMERCAT CABRERA DE MAR,51.1.5,"ACT II Party Pack Butter Delite Popcorn Butter Delite Popcorn  (Combo Pack 2 + 1 Free, 120 g each)  (450 g, Pack of 2)",13,27 Jan 2024,26 Sep 2024,41
cens-0802910007-42,SUPERMERCAT CABRERA DE MAR,77.1.9,"Kellogg's Chocos Moons & Stars with Whole Grain, High in Calcium & Protein, Kid's Cereal Pouch  (1200 g)",735,08 Jan 2024,03 Oct 2024,68
cens-0802910007-42,SUPERMERCAT CABRERA DE MAR,19.1.1,Organic Tattva Super Grains Quinoa  (500 g),290,01 Oct 2023,24 Sep 2024,39
cens-0802910007-42,SUPERMERCAT CABRERA DE MAR,24.2.8,india gate Classic Hyderabadi Biryani Masala  (200G INDIA GATE CLASSIC BASMATI RICE Free)  (120 g),12,01 Jan 2024,31 Dec 2024,20
cens-0802910007-42,SUPERMERCAT CABRERA DE MAR,23.1.40,Emami Healthy and Tasty Mantra Shorshe Posto (Posta)  (50 g),80,05 Jan 2024,31 Aug 2024,51
cens-0802910007-42,SUPERMERCAT CABRERA DE MAR,52.1.3,ProV Mini Almonds Roasted and Salted (Badam (Lunia/Poda))  (18 g),3,01 Feb 2024,31 Aug 2024,42
cens-0802910007-42,SUPERMERCAT CABRERA DE MAR,32.1.17,"Happilo Essentials Popular Whole W400 , Healthy Snack Cashews (Kaju)  (1 kg)","1,350",12 Oct 2023,05 Oct 2024,1
cens-0802910007-42,SUPERMERCAT CABRERA DE MAR,42.1.4,Sunfeast Mom's Magic Cashew and Almonds Cookies  (584 g),86,01 Jan 2024,26 Sep 2024,85
cens-0802910007-42,SUPERMERCAT CABRERA DE MAR,78.1.21,"Tata Soulfull Millet Muesli, Fruit & Nut, 90% Whole Grains Breakfast Cereal, High in Fibre Pouch  (700 g)",52,19 Oct 2023,14 Jul 2024,11
cens-0802910007-312,SUMA,4.1.4,Classic Chana Dal (Buta Dali) (Split) by Flipkart Grocery  (1 kg),95,01 Mar 2024,25 Nov 2024,67
cens-0802910007-312,SUMA,23.2.19,RUCHI Turmeric Powder  (100 g),54,01 Mar 2024,01 Mar 2025,82
cens-0802910007-312,SUMA,50.1.12,"Pringles Potato Chips Sour Cream & Onion Flavor, Crispy Snack for Game Nights, On-the-Go Chips  (107 g)",115,01 Nov 2023,25 Oct 2024,85
cens-0802910007-312,SUMA,58.1.19,Nescafe Gold Blend Instant Coffee  (185 g),990,01 Mar 2023,29 Mar 2025,14
cens-0802910007-312,SUMA,58.1.17,Levista Classic Instant Coffee  (200 g),"1,240",01 Jun 2023,21 Nov 2024,28
cens-0802910007-312,SUMA,97.1.13,"Kwality Vanilla Ice Cream Mix, Easy & Delicious Summer's Best Dessert Mix 100 g",60,01 Mar 2024,01 Mar 2026,52
cens-0802910007-312,SUMA,22.1.29,Classic Kalonji by Flipkart Grocery (Kala jeera)  (50 g),25,23 Mar 2024,20 Sep 2024,23
cens-0802910007-312,SUMA,51.1.15,balasa PANI PURI (Plain Papodo) (GOLGAPPA) READY TO FRY 150 g,60,14 Mar 2024,09 Sep 2024,54
cens-0802910007-312,SUMA,28.1.10,Sublabh Gold Super Premium Baskati Rice  (10 kg),900,01 Feb 2024,25 Jan 2025,35
cens-0802910007-312,SUMA,33.1.6,Classic Independence Almonds by Flipkart Grocery (Badam)  (500 g),600,23 Mar 2024,18 Sep 2024,48
cens-0802910007-312,SUMA,24.1.20,Classic Kitchen King Masala Powder by Flipkart Grocery (Pariba masala)  (100 g),45,01 Mar 2024,28 Nov 2024,10
cens-0802910007-312,SUMA,85.1.14,VEEBA Chef'S Special Veg Mayonnaise Eggless 875 g,215,04 Mar 2024,30 Aug 2024,12
cens-0802910007-312,SUMA,23.1.3,zoff Jeera Powder (Jeera gunda)  (100 g),66,01 Mar 2024,30 May 2025,55
cens-0802910007-312,SUMA,66.1.24,Real Fruit Juice Guava  (1 L),96,09 Jan 2024,06 Jul 2024,58
cens-0802910007-312,SUMA,89.1.12,Orbit Sugarfree Tube Spearmint Chewing Gum  (22 g),50,01 Jan 2024,25 Dec 2024,49
cens-0802910007-312,SUMA,84.1.11,Kissan Sweet and Spicy Sauce  (425 g),8,01 Jan 2024,30 Sep 2024,77
cens-0802910007-312,SUMA,77.1.21,Delish by Flipkart Choco Flakes Pouch  (1.2 kg),570,19 Feb 2024,14 Nov 2024,85
cens-0802910007-312,SUMA,49.1.9,Bikano Moong Dal Namkeen  (200 g),58,16 Feb 2024,13 Aug 2024,32
cens-0802910007-312,SUMA,53.1.4,Tata Tea Gold Aromatic Tea Pouch (Regular Tea)  (250 g),12,01 Feb 2024,29 Apr 2025,99
cens-0802910007-312,SUMA,37.1.11,Happilo Premium International Healthy Nutmix (Assorted Fruits & Nuts)  (190 g),36,01 Feb 2024,25 Jan 2025,91
cens-0802910007-312,SUMA,55.1.11,"Tetley Immune with Added Vitamin C Ginger, Mint, Lemon Green Tea Bags Box  (100 Bags)",625,01 Dec 2023,28 Feb 2025,78
cens-0802910007-312,SUMA,77.1.13,"Kwality Choco Flakes, Source of Protein & Fibre, Richness of Chocolate, Breakfast Cereal Box  (375 g)",260,16 Feb 2024,11 Nov 2024,10
cens-0802910007-312,SUMA,31.1.17,"Devaaya Biryani Basmati Rice (Basmati chaula) (Full Grain, Raw)  (1 kg)",250,01 Nov 2023,20 Oct 2025,82
cens-0802910007-312,SUMA,50.2.6,ORION Turtle Mexican Lime Corn Chips  (115 g),58,15 Feb 2024,15 Aug 2024,20
cens-0802910007-312,SUMA,50.1.13,Bingo Chilli Sprinkled Chips  (90 g),50,01 Mar 2024,27 Aug 2024,1
cens-0802910007-312,SUMA,36.1.8,zoff Til White Sesame Seeds  (100 g),70,01 Mar 2024,01 Mar 2025,84
cens-0802910007-312,SUMA,6.1.10,NUTRELA Soya Chunks  (20 g Extra in Pack)  (200 g),60,01 Jan 2024,25 Dec 2024,1
cens-0802910007-312,SUMA,50.1.18,Delish by Flipkart Banana Chips  (170 g),69,16 Mar 2024,13 Sep 2024,50
cens-0802910007-312,SUMA,37.1.20,Happilo Premium 100% Natural Californian Inshell Kernels Value Pack Walnuts (Akhrot)  (450 g),575,01 Nov 2023,01 Aug 2024,24
cens-0802910007-312,SUMA,49.2.3,Zelssy Special Sada Mixture (Namkeen)  (425 g),120,01 Mar 2024,28 Jun 2024,19
cens-0802910007-312,SUMA,53.1.29,EVEREST Masala Tea Box  (50 g),68,01 Nov 2023,29 Jan 2025,22
cens-0802910007-312,SUMA,34.1.4,Nutraj Round Kishmish Raisins  (500 g),299,01 Feb 2024,31 Oct 2024,16
cens-0802910007-312,SUMA,53.1.8,"Tata Tea Premium Teaveda Tulsi, Cardamom, Ginger Black Tea Box  (500 g)",310,01 Mar 2024,24 May 2025,39
cens-0802910007-312,SUMA,87.2.14,Sundrop Duo Peanuts filled Biggie bar Chocolate Bars  (20.5 g),9,01 Sep 2023,12 Jun 2024,80
cens-0802910007-312,SUMA,23.1.7,zoff Kashmiri Chilli Powder (Lal lanka gunda)  (100 g),69,01 Mar 2024,24 May 2025,73
cens-0802910007-312,SUMA,55.1.15,Tetley Classic Green Tea Bags Box  (100 Bags),625,01 Oct 2023,29 Dec 2024,59
cens-0802910007-312,SUMA,14.1.1,EMAMI Healthy & Tasty Ultra Lite Refined Soyabean Oil Pouch (Soyabean Tela)  (1 L),140,01 Mar 2024,29 Nov 2024,80
cens-0802910007-312,SUMA,23.2.3,"Tata Sampann Triple Spice Monthly Value Pack, Chilli, Turmeric & Coriander Powder, 200g Each (Masala Combo)  (3 x 200 g)",300,01 Aug 2023,25 Jul 2024,68
cens-0802910007-312,SUMA,42.2.3,BRITANNIA Good Day Butter Cookies  (200 g),33,23 Feb 2024,21 Aug 2024,28
cens-0802910007-312,SUMA,42.1.29,Dukes Nibbles Cheese Cracker  (150 g),60,01 Mar 2024,25 Nov 2024,50
cens-0808850006-2391,CARREFOUR EXPRESS,4.1.8,Organic Tattva Chana Dal (Buta Dali) (Split)  (1 kg),235,01 Nov 2023,25 Oct 2024,13
cens-0808850006-2391,CARREFOUR EXPRESS,37.1.32,ProV Premium Pecan Nut Pecans (Pine Nuts)  (250 g),"1,199",01 Mar 2024,27 Aug 2024,64
cens-0808850006-2391,CARREFOUR EXPRESS,49.1.31,Flipkart Supermart Butter Murukku (Muruku)  (200 g),40,21 Feb 2024,18 Aug 2024,100
cens-0808850006-2391,CARREFOUR EXPRESS,49.1.29,Bikano Shahi Mixture  (1 kg),297,09 Feb 2024,06 Aug 2024,70
cens-0808850006-2391,CARREFOUR EXPRESS,37.1.5,Nutraj Recipe Ready Kernels Walnuts (Akhrot)  (250 g),449,16 Feb 2024,16 Aug 2024,23
cens-0808850006-2391,CARREFOUR EXPRESS,24.1.33,Catch Sprinklers Chat Masala (Chaat Masala)  (100 g),85,01 Oct 2023,24 Sep 2024,37
cens-0808850006-2391,CARREFOUR EXPRESS,58.1.6,"Nescafe Classic Coffee Powder, 100% Pure Instant Coffee  (90 g)",350,01 Jul 2023,19 Jun 2025,79
cens-0808850006-2391,CARREFOUR EXPRESS,34.1.36,Molsi's Indian Raisins (Kishmish)  (250 g),76,09 Nov 2023,08 May 2024,67
cens-0808850006-2391,CARREFOUR EXPRESS,42.2.1,UNIBIC Sugar Free Butter Cookies  (75 g),60,09 Feb 2024,06 Aug 2024,12
cens-0808850006-2391,CARREFOUR EXPRESS,50.2.9,DORITOS Cheese Flavour Nachos  (44 g),20,14 Feb 2024,12 Aug 2024,19
cens-0808850006-2391,CARREFOUR EXPRESS,85.1.31,RiteBite Max Protein Peanut Spread - Choco Creamy 340 g (Sandwich Spread),17,01 Aug 2023,23 Oct 2024,80
cens-0808850006-2391,CARREFOUR EXPRESS,23.1.22,"Emami Healthy and Tasty Mantra Chilli Powder, 100% Natural, No Added Colour & Preservatives (Lal lanka gunda)  (50 g)",34,01 Mar 2024,23 Feb 2025,89
cens-0808850006-2391,CARREFOUR EXPRESS,66.1.3,Maaza Mango Drink Original Flavor  (600 ml),42,16 Mar 2024,13 Aug 2024,54
cens-0808850006-2391,CARREFOUR EXPRESS,42.2.11,Dukes Creme Squares Cracker  (100 g),50,01 Feb 2024,30 Jan 2025,24
cens-0808850006-2391,CARREFOUR EXPRESS,8.1.15,Annapurna Desi Ghee 1 L Box (Ghio),640,01 Dec 2023,30 Nov 2024,27
cens-0808850006-2391,CARREFOUR EXPRESS,101.1.2,DNV Vinegar  (350 ml),50,01 Feb 2024,31 Jan 2025,30
cens-0808850006-2391,CARREFOUR EXPRESS,34.1.30,Classic Seedless Black Raisins by Flipkart Grocery (Kishmish)  (200 g),71,23 Mar 2024,21 Jul 2024,39
cens-0808850006-2391,CARREFOUR EXPRESS,8.1.2,Gowardhan Pure Cow Ghee 1 L Box (Ghio)  (Lock & Seal Container Free),725,01 Jan 2024,25 Dec 2024,7
cens-0808850006-2391,CARREFOUR EXPRESS,108.1.6,Milky Mist Table Salted Butter  (100 g),65,10 Jan 2024,10 Oct 2024,16
cens-0808850006-2391,CARREFOUR EXPRESS,52.1.4,ProV Mini Cashews Roasted and Salted (Poda & Luniya Kaju)  (18 g),3,01 Jan 2024,29 Jul 2024,34
cens-0808850006-2391,CARREFOUR EXPRESS,13.1.2,Fortune Premium kachi ghani pure Mustard Oil Pouch (Sorisa Tela)  (1 L),150,01 Mar 2024,25 Nov 2024,25
cens-0808850006-2391,CARREFOUR EXPRESS,3.1.5,Tata Sampann Green Moong Dal (Muga Dali) (Whole)  (500 g),99,01 Feb 2024,25 Jan 2025,73
cens-0808850006-2391,CARREFOUR EXPRESS,42.1.34,"Cadbury Bournvita Biscuits, New and Improved Chocolatey Cookies  (111.6 g)",33,12 Feb 2024,09 Oct 2024,27
cens-0808850006-2391,CARREFOUR EXPRESS,42.1.24,"PARLE Happy Happy Choco-chip Cookies  (396 g, Pack of 4)",70,02 Mar 2024,29 Aug 2024,60
cens-0808850006-2391,CARREFOUR EXPRESS,50.2.11,Pringles Original Chips  (134 g),170,01 Nov 2023,30 Oct 2024,12
cens-0808850006-2391,CARREFOUR EXPRESS,88.1.4,KARACHI BAKERY Plain Soan Papdi Mithai Box  (200 g),80,16 Mar 2024,14 Aug 2024,17
cens-0808850006-2391,CARREFOUR EXPRESS,51.1.11,ACT II Golden Sizzle Popcorn Golden Sizzle Popcorn  (90 g),34,01 Sep 2023,25 Aug 2024,57
cens-0808850006-2391,CARREFOUR EXPRESS,43.1.10,BRITANNIA Pure Magic Chocolush Biscuits Cream Filled  (75 g),40,01 Mar 2024,29 Aug 2024,1
cens-0808850006-2391,CARREFOUR EXPRESS,31.1.9,INDIA GATE Dubar Basmati Rice (Basmati chaula) (Long Grain)  (1 kg),164,01 Oct 2023,19 Sep 2025,17
cens-0808850006-2391,CARREFOUR EXPRESS,44.1.10,Sunfeast Oats & Raisins Cookies Digestive  (150 g),65,01 Feb 2024,27 Oct 2024,45
cens-0808850006-2391,CARREFOUR EXPRESS,111.1.5,Milky Mist Sweet Lassi  (200 ml),30,02 Feb 2024,03 Aug 2024,96
cens-0808850006-2391,CARREFOUR EXPRESS,48.1.2,BRITANNIA Premium Sooji Rusk  (250 g),50,01 Feb 2024,02 Jul 2024,55
cens-0808850006-2391,CARREFOUR EXPRESS,92.1.6,Apis Mixed Fruit Jam 1 kg,299,01 Jan 2024,30 Dec 2024,68
cens-0808850006-2391,CARREFOUR EXPRESS,89.1.23,Madhuban Lollypolly Flavoured Orange Candy  (100 g),40,01 Mar 2024,30 Aug 2024,31
cens-0808850006-2391,CARREFOUR EXPRESS,94.1.4,Top's Green Chilli Pickle (Acharo)  (900 g),195,01 Oct 2023,28 Apr 2025,44
cens-0808850006-2391,CARREFOUR EXPRESS,95.1.1,Delish by Flipkart Tamarind and Dates Chutney Paste  (200 g),37,01 Mar 2024,23 Feb 2025,69
cens-0808850006-2391,CARREFOUR EXPRESS,69.1.4,"GLUCON-D Tangy Orange Glucose Powder, Refill Energy Drink  (1N SIPPER Free)  (1 kg, Tangy Orange Flavored)",380,01 Dec 2023,22 Feb 2025,84
cens-0808850006-2391,CARREFOUR EXPRESS,37.1.25,Classic Walnuts Kernels by Flipkart Grocery  (200 g),480,05 Mar 2024,02 Jul 2024,70
cens-0808850006-2391,CARREFOUR EXPRESS,97.1.31,Gits Rice Dosa Instant Breakfast Mix 1 kg,270,01 Sep 2023,25 Aug 2024,13
cens-0808850006-2391,CARREFOUR EXPRESS,106.1.9,Amul Plain Processed cheese Block  (1 kg),55,12 Feb 2024,07 Nov 2024,91
cens-0806730008-490,Supermercat Dia,108.1.19,Nutralite DoodhShakti Probiotic Butter Spread  (500 g),309,01 Jan 2024,30 Dec 2024,58
cens-0806730008-490,Supermercat Dia,31.1.14,"INDIA GATE Daily Premium Basmati Rice (Basmati chaula) (Long Grain, Raw)  (5 kg)",615,01 Mar 2024,18 Feb 2026,87
cens-0806730008-490,Supermercat Dia,33.1.10,RUNutz Almonds (Badam)  (1 kg),"1,025",01 Feb 2024,29 Jul 2024,92
cens-0806730008-490,Supermercat Dia,42.1.21,UNIBIC Double Choco Chip Cookies  (75 g),36,31 Jan 2024,28 Jul 2024,35
cens-0806730008-490,Supermercat Dia,42.1.17,Cadbury Chocobakes ChocoChip Cookies  (167 g),80,01 Jan 2024,28 Aug 2024,13
cens-0806730008-490,Supermercat Dia,49.1.3,Bingo Tedhe Medhe Masala Tadka (Namkeen)  (80 g),20,01 Mar 2024,28 Jun 2024,95
cens-0806730008-490,Supermercat Dia,50.1.1,Too Yumm! Karare Munchy Masala Chips  (70 g),20,16 Feb 2024,13 Aug 2024,51
cens-0806730008-490,Supermercat Dia,67.1.18,Horlicks Women's Plus Chocolate Flavor Carton  (400 g),330,01 Jan 2024,25 Dec 2024,51
cens-0806730008-490,Supermercat Dia,67.1.9,Lite Horlicks Regular Malt Flavour  (450 g),349,01 Feb 2024,25 Jan 2025,77
cens-0806730008-490,Supermercat Dia,23.2.19,RUCHI Turmeric Powder  (100 g),54,01 Mar 2024,01 Mar 2025,50
cens-0806730008-490,Supermercat Dia,49.1.24,Bikano Shahi (Mixture)  (25% Extra in Pack)  (400 g),11,16 Feb 2024,13 Aug 2024,33
cens-0806730008-490,Supermercat Dia,36.1.6,Farmley Premium Chia Seeds  (200 g),199,01 Mar 2024,01 Mar 2025,10
cens-0806730008-490,Supermercat Dia,105.1.5,BRITANNIA Winkin Cow Vanillicious Thick Milk Shake  (Vanilla),35,16 Feb 2024,13 Oct 2024,52
cens-0806730008-490,Supermercat Dia,21.1.6,Classic Besan by Flipkart Grocery  (1 kg),92,24 Feb 2024,23 May 2024,70
cens-0806730008-490,Supermercat Dia,31.1.11,KOHINOOR Charminar Select Basmati Rice (Basmati chaula) (Long Grain)  (5 kg),649,01 May 2023,19 Apr 2025,43
cens-0806730008-490,Supermercat Dia,50.2.13,Too Yumm! Classic Salted Chips  (90 g),50,18 Jan 2024,15 Jun 2024,7
cens-0806730008-490,Supermercat Dia,24.1.31,Catch Meat Masala  (100 g),92,01 Dec 2023,24 Nov 2024,5
cens-0806730008-490,Supermercat Dia,48.1.6,Delish by Flipkart Strawberry Flavoured Crunchy Wafers  (150 g),36,01 Mar 2024,25 Nov 2024,85
cens-0806730008-490,Supermercat Dia,77.1.10,"Kwality Corn Flakes, Natural Source of Vitamins, Iron & Proteins, Breakfast Cereal Pouch  (2 x 0.5 kg)",520,01 Feb 2024,27 Oct 2024,51
cens-0806730008-490,Supermercat Dia,91.1.2,BRITANNIA Gobbles Bar Choco Chill Cake  (110 g),30,01 Mar 2024,28 Jun 2024,23
cens-0806730008-490,Supermercat Dia,8.1.13,Dalda Vanaspati 1 L Pouch,150,01 Mar 2024,28 Aug 2024,74
cens-0806730008-490,Supermercat Dia,66.1.10,Real Masala Pomegranate  (1 L),67,01 Feb 2024,31 Oct 2024,70
cens-0806730008-490,Supermercat Dia,8.1.16,Flipkart Grocery Classic Desi Ghee 500 ml Tetrapack (Ghio),420,19 Feb 2024,18 Nov 2024,6
cens-0806730008-490,Supermercat Dia,52.1.6,Bikano Tasty Spicy Coated Peanuts (Coated badam)  (50 g Extra in Pack)  (400 g),101,16 Feb 2024,13 Aug 2024,19
cens-0806730008-490,Supermercat Dia,81.1.12,Wai Wai Ready to Eat Veg Masala CUP Instant Noodles Vegetarian  (75 g),55,01 Jan 2024,30 Sep 2024,57
cens-0806730008-490,Supermercat Dia,50.1.20,Lay's Classic Salted Chips  (10 g Extra in Pack)  (40 g),2,01 Mar 2024,28 Jun 2024,44
cens-0806730008-490,Supermercat Dia,82.1.8,Yu Peri Peri Cup Pasta - Instant Food Ready To Eat in 4 Mins - No Preservatives Pasta  (220 g),59,01 Jul 2023,24 Jun 2024,14
cens-0806730008-490,Supermercat Dia,33.1.4,Classic Almonds by Flipkart Grocery (Badam)  (200 g),260,01 Mar 2024,27 Aug 2024,82
cens-0806730008-490,Supermercat Dia,77.1.22,Yogabar Yo Chos Pouch  (345 g),260,27 Jan 2024,26 Oct 2024,88
cens-0806730008-490,Supermercat Dia,72.1.4,"Rasna Nagpur Orange (32 Glasses)  (25 ml, 20 g)",50,01 Jan 2024,20 Dec 2025,88
cens-0806730008-490,Supermercat Dia,82.1.7,Flipkart Supermart Spaghetti Pasta  (500 g),58,01 Jan 2024,20 Dec 2025,39
cens-0806730008-490,Supermercat Dia,16.1.1,Mayurank Foods Rice Powder (Chaula Gunda) (Atap)  (500 g),36,14 Mar 2024,13 Jun 2024,30
cens-0806730008-490,Supermercat Dia,106.1.16,Go Plain Processed cheese Block  (200 g),91,05 Jan 2024,30 Sep 2024,21
cens-0806730008-490,Supermercat Dia,109.1.3,Soyfit Tofu  (200 g),65,22 Feb 2024,20 Jun 2024,55
cens-0806730008-490,Supermercat Dia,22.1.9,Classic Cumin Seeds by Flipkart Grocery (Gota jeera)  (200 g),240,16 Dec 2023,13 Sep 2024,70
cens-0806730008-490,Supermercat Dia,46.1.2,BRITANNIA Potazos Spicy Biscuit (Masala Biscuit)  (71.5 g),25,16 Feb 2024,16 Aug 2024,26
cens-0806730008-490,Supermercat Dia,81.1.5,"Maggi 2-Minute Masala, Easy to Make Instant Noodles Vegetarian  (70 g)",13,01 Feb 2024,27 Oct 2024,23
cens-0806730008-490,Supermercat Dia,53.1.17,Flipkart Supermart Food Essentials Premium Tea Pouch (Regular Tea)  (250 g),68,27 Feb 2024,22 Nov 2024,5
cens-0806730008-490,Supermercat Dia,26.1.10,Snapin Piri Piri Mix  (45 g),99,01 Sep 2023,25 Aug 2024,88
cens-0806730008-490,Supermercat Dia,45.1.4,PARLE Milk Shakti Cookies Plain  (350 g),52,18 Mar 2024,13 Sep 2024,13
cens-0823780001-10,Supermercat Bisaura,35.1.17,Farmley Premium Pitted Prunes  (200 g),399,10 Nov 2023,05 Aug 2024,70
cens-0823780001-10,Supermercat Bisaura,22.1.23,zoff Til White Sesame Seeds  (100 g),70,01 Mar 2024,01 Mar 2025,73
cens-0823780001-10,Supermercat Bisaura,26.1.2,Catch Peri Peri Masala Sprinkler  (90 g),99,01 Jan 2024,25 Dec 2024,59
cens-0823780001-10,Supermercat Bisaura,23.1.13,Classic Hing Powder by Flipkart Grocery (Hengu Powder)  (50 g),47,01 Feb 2024,27 Oct 2024,79
cens-0823780001-10,Supermercat Bisaura,49.1.13,Bikano All Time Mixture  (1 kg),272,16 Feb 2024,13 Aug 2024,43
cens-0823780001-10,Supermercat Bisaura,24.1.16,EVEREST Garam Masala (Garam Masala Powder)  (100 g),88,01 Mar 2024,23 Feb 2025,4
cens-0823780001-10,Supermercat Bisaura,5.1.5,Mayurank Foods Mix Dal (Masur Dali)  (500 g),91,16 Mar 2024,13 Jul 2024,29
cens-0823780001-10,Supermercat Bisaura,78.1.22,Yogabar Fruit and Nuts & Seed Muesli Pouch  (700 g),499,27 Nov 2023,24 May 2024,49
cens-0823780001-10,Supermercat Bisaura,24.1.27,"Tata Sampann Pav Bhaji Masala with Natural Oils, Crafted by Chef Sanjeev Kapoor  (100 g)",94,01 Oct 2023,23 Mar 2025,70
cens-0823780001-10,Supermercat Bisaura,66.1.20,Real Fruit Juice - Litchi  (1 L),12,01 Feb 2024,30 Jul 2024,21
cens-0823780001-10,Supermercat Bisaura,44.1.11,BRITANNIA Nutri Choice High Fibre Biscuits Digestive  (250 g),61,19 Mar 2024,14 Sep 2024,71
cens-0823780001-10,Supermercat Bisaura,81.1.12,Wai Wai Ready to Eat Veg Masala CUP Instant Noodles Vegetarian  (75 g),55,01 Jan 2024,30 Sep 2024,16
cens-0823780001-10,Supermercat Bisaura,106.1.5,Go Processed cheese Cubes  (200 g),86,05 Feb 2024,31 Oct 2024,4
cens-0823780001-10,Supermercat Bisaura,87.2.21,Hershey'S Bar Cookies n Creme Bars  (100 g),15,01 Jul 2023,21 Dec 2024,31
cens-0823780001-10,Supermercat Bisaura,67.1.24,Women's Horlicks Caramel Flavor Carton  (750 g),599,01 Feb 2024,25 Jan 2025,42
cens-0823780001-10,Supermercat Bisaura,15.1.11,Agro Fresh Whole Wheat Atta (Whole-Gehuro otta)  (5 kg),250,16 Feb 2024,15 May 2024,52
cens-0823780001-10,Supermercat Bisaura,64.1.1,"Rejuve by Flipkart Apple Fruit Drink, 100% Indian Fruit, Source of Vitamin C  (1 L)",12,06 Sep 2023,01 Jun 2024,23
